gate_name,variable,input,bin,count
F1_AmeR,x,0.004843,0.014996848355023733,1.968620194105951e-05
F1_AmeR,x,0.004843,0.015848931924611134,0.0
F1_AmeR,x,0.004843,0.016749428760264373,2.9529302911589266e-05
F1_AmeR,x,0.004843,0.01770108958317421,1.968620194105951e-05
F1_AmeR,x,0.004843,0.018706821403658005,9.843100970529755e-06
F1_AmeR,x,0.004843,0.01976969640111861,9.843100970529755e-06
F1_AmeR,x,0.004843,0.020892961308540396,0.0
F1_AmeR,x,0.004843,0.022080047330189003,0.0
F1_AmeR,x,0.004843,0.023334580622810033,9.843100970529755e-06
F1_AmeR,x,0.004843,0.0246603933723434,2.9529302911589266e-05
F1_AmeR,x,0.004843,0.02606153549998895,0.0
F1_AmeR,x,0.004843,0.02754228703338166,2.9529302911589266e-05
F1_AmeR,x,0.004843,0.029107171180666053,0.0
F1_AmeR,x,0.004843,0.03076096814740708,2.9529302911589266e-05
F1_AmeR,x,0.004843,0.032508729738543435,2.9529302911589266e-05
F1_AmeR,x,0.004843,0.034355794789987466,2.9529302911589266e-05
F1_AmeR,x,0.004843,0.03630780547701014,3.937240388211902e-05
F1_AmeR,x,0.004843,0.03837072454922788,3.937240388211902e-05
F1_AmeR,x,0.004843,0.040550853544838394,2.9529302911589266e-05
F1_AmeR,x,0.004843,0.042854852039743964,0.0
F1_AmeR,x,0.004843,0.04528975799036209,9.843100970529755e-06
F1_AmeR,x,0.004843,0.047863009232263824,4.921550485264878e-05
F1_AmeR,x,0.004843,0.0505824662003114,5.905860582317853e-05
F1_AmeR,x,0.004843,0.053456435939697164,2.9529302911589266e-05
F1_AmeR,x,0.004843,0.05649369748123025,1.968620194105951e-05
F1_AmeR,x,0.004843,0.059703528658383694,2.9529302911589266e-05
F1_AmeR,x,0.004843,0.06309573444801933,4.921550485264878e-05
F1_AmeR,x,0.004843,0.06668067692136222,4.921550485264878e-05
F1_AmeR,x,0.004843,0.07046930689671471,2.9529302911589266e-05
F1_AmeR,x,0.004843,0.07447319739059892,3.937240388211902e-05
F1_AmeR,x,0.004843,0.07870457896950989,2.9529302911589266e-05
F1_AmeR,x,0.004843,0.08317637711026708,4.921550485264878e-05
F1_AmeR,x,0.004843,0.08790225168308842,6.890170679370829e-05
F1_AmeR,x,0.004843,0.09289663867799362,5.905860582317853e-05
F1_AmeR,x,0.004843,0.09817479430199844,4.921550485264878e-05
F1_AmeR,x,0.004843,0.10375284158180126,1.968620194105951e-05
F1_AmeR,x,0.004843,0.1096478196143185,2.9529302911589266e-05
F1_AmeR,x,0.004843,0.11587773561551262,9.843100970529755e-05
F1_AmeR,x,0.004843,0.1224616199265049,0.00012796031261688682
F1_AmeR,x,0.004843,0.12941958414499863,3.937240388211902e-05
F1_AmeR,x,0.004843,0.13677288255958495,5.905860582317853e-05
F1_AmeR,x,0.004843,0.1445439770745928,4.921550485264878e-05
F1_AmeR,x,0.004843,0.15275660582380732,0.00012796031261688682
F1_AmeR,x,0.004843,0.1614358556826487,4.921550485264878e-05
F1_AmeR,x,0.004843,0.17060823890031243,7.874480776423804e-05
F1_AmeR,x,0.004843,0.180301774085957,7.874480776423804e-05
F1_AmeR,x,0.004843,0.19054607179632482,9.843100970529755e-05
F1_AmeR,x,0.004843,0.20137242498623895,8.85879087347678e-05
F1_AmeR,x,0.004843,0.21281390459827113,7.874480776423804e-05
F1_AmeR,x,0.004843,0.22490546058357805,9.843100970529755e-05
F1_AmeR,x,0.004843,0.23768402866248758,5.905860582317853e-05
F1_AmeR,x,0.004843,0.25118864315095796,5.905860582317853e-05
F1_AmeR,x,0.004843,0.2654605561975539,4.921550485264878e-05
F1_AmeR,x,0.004843,0.2805433637951713,8.85879087347678e-05
F1_AmeR,x,0.004843,0.2964831389524342,2.9529302911589266e-05
F1_AmeR,x,0.004843,0.31332857243155854,8.85879087347678e-05
F1_AmeR,x,0.004843,0.3311311214825911,0.00011811721164635706
F1_AmeR,x,0.004843,0.3499451670283573,9.843100970529755e-05
F1_AmeR,x,0.004843,0.3698281797802663,6.890170679370829e-05
F1_AmeR,x,0.004843,0.3908408957924021,3.937240388211902e-05
F1_AmeR,x,0.004843,0.41304750199016144,6.890170679370829e-05
F1_AmeR,x,0.004843,0.4365158322401661,3.937240388211902e-05
F1_AmeR,x,0.004843,0.46131757456037953,8.85879087347678e-05
F1_AmeR,x,0.004843,0.4875284901033865,5.905860582317853e-05
F1_AmeR,x,0.004843,0.5152286445817567,4.921550485264878e-05
F1_AmeR,x,0.004843,0.5445026528424215,4.921550485264878e-05
F1_AmeR,x,0.004843,0.5754399373371573,4.921550485264878e-05
F1_AmeR,x,0.004843,0.6081350012787182,3.937240388211902e-05
F1_AmeR,x,0.004843,0.64268771731702,3.937240388211902e-05
F1_AmeR,x,0.004843,0.6792036326171843,1.968620194105951e-05
F1_AmeR,x,0.004843,0.7177942912713615,2.9529302911589266e-05
F1_AmeR,x,0.004843,0.7585775750291835,3.937240388211902e-05
F1_AmeR,x,0.004843,0.801678063387679,4.921550485264878e-05
F1_AmeR,x,0.004843,0.8472274141405963,9.843100970529755e-06
F1_AmeR,x,0.004843,0.8953647655495938,1.968620194105951e-05
F1_AmeR,x,0.004843,0.946237161365793,2.9529302911589266e-05
F1_AmeR,x,0.004843,1.0,0.0
F1_AmeR,x,0.004843,1.0568175092136585,1.968620194105951e-05
F1_AmeR,x,0.004843,1.1168632477805611,9.843100970529755e-06
F1_AmeR,x,0.004843,1.1803206356517297,1.968620194105951e-05
F1_AmeR,x,0.004843,1.2473835142429432,9.843100970529755e-06
F1_AmeR,x,0.004843,1.3182567385564075,1.968620194105951e-05
F1_AmeR,x,0.004843,1.3931568029453036,5.905860582317853e-05
F1_AmeR,x,0.004843,1.4723125024327193,1.968620194105951e-05
F1_AmeR,x,0.004843,1.555965631605075,2.9529302911589266e-05
F1_AmeR,x,0.004843,1.6443717232149324,2.9529302911589266e-05
F1_AmeR,x,0.004843,1.7378008287493762,0.0
F1_AmeR,x,0.004843,1.8365383433483473,9.843100970529755e-06
F1_AmeR,x,0.004843,1.9408858775927793,1.968620194105951e-05
F1_AmeR,x,0.004843,2.051162178825567,1.968620194105951e-05
F1_AmeR,x,0.004843,2.167704104819694,2.9529302911589266e-05
F1_AmeR,x,0.004843,2.2908676527677723,1.968620194105951e-05
F1_AmeR,x,0.004843,2.4210290467361775,3.937240388211902e-05
F1_AmeR,x,0.004843,2.5585858869056453,1.968620194105951e-05
F1_AmeR,x,0.004843,2.703958364108843,3.937240388211902e-05
F1_AmeR,x,0.004843,2.8575905433749464,1.968620194105951e-05
F1_AmeR,x,0.004843,3.019951720402016,1.968620194105951e-05
F1_AmeR,x,0.004843,3.1915378551007616,1.968620194105951e-05
F1_AmeR,x,0.004843,3.372873086588689,5.905860582317853e-05
F1_AmeR,x,0.004843,3.5645113342624426,1.968620194105951e-05
F1_AmeR,x,0.004843,3.767037989839089,8.85879087347678e-05
F1_AmeR,x,0.004843,3.981071705534973,0.00011811721164635706
F1_AmeR,x,0.004843,4.207266283844442,0.0001771758174695356
F1_AmeR,x,0.004843,4.446312674691089,0.0003838809378506605
F1_AmeR,x,0.004843,4.698941086052156,0.0005315274524086068
F1_AmeR,x,0.004843,4.965923214503363,0.0011122704096698623
F1_AmeR,x,0.004843,5.248074602497728,0.0019883063960470107
F1_AmeR,x,0.004843,5.54625712957911,0.0032974388251274683
F1_AmeR,x,0.004843,5.86138164514029,0.005315274524086068
F1_AmeR,x,0.004843,6.194410750767818,0.007953225584188043
F1_AmeR,x,0.004843,6.5463617406727534,0.011555800539401933
F1_AmeR,x,0.004843,6.918309709189363,0.01576864775478867
F1_AmeR,x,0.004843,7.311390834834173,0.022048546173986654
F1_AmeR,x,0.004843,7.726805850957021,0.02747209480874855
F1_AmeR,x,0.004843,8.165823713585922,0.03431304998326673
F1_AmeR,x,0.004843,8.629785477669701,0.04028781227237829
F1_AmeR,x,0.004843,9.120108393559097,0.046548024489635215
F1_AmeR,x,0.004843,9.638290236239705,0.05202078862924976
F1_AmeR,x,0.004843,10.18591388054117,0.054934346516526567
F1_AmeR,x,0.004843,10.76465213629835,0.05869441108726893
F1_AmeR,x,0.004843,11.37627285823431,0.059560603972675555
F1_AmeR,x,0.004843,12.02264434617413,0.05829084394747722
F1_AmeR,x,0.004843,12.705741052085418,0.05739512175915901
F1_AmeR,x,0.004843,13.427649611378643,0.05503277752623186
F1_AmeR,x,0.004843,14.190575216890926,0.0485953894915054
F1_AmeR,x,0.004843,14.99684835502374,0.04301435124121503
F1_AmeR,x,0.004843,15.848931924611142,0.03743331299092466
F1_AmeR,x,0.004843,16.749428760264383,0.03162588341831211
F1_AmeR,x,0.004843,17.70108958317422,0.02783628954465815
F1_AmeR,x,0.004843,18.706821403658015,0.02380061814674095
F1_AmeR,x,0.004843,19.76969640111862,0.02098549126916944
F1_AmeR,x,0.004843,20.892961308540407,0.01736323011201449
F1_AmeR,x,0.004843,22.080047330189014,0.015433982321790657
F1_AmeR,x,0.004843,23.334580622810044,0.0144890446286198
F1_AmeR,x,0.004843,24.66039337234341,0.012933834675276099
F1_AmeR,x,0.004843,26.061535499988977,0.01130972301513869
F1_AmeR,x,0.004843,27.54228703338169,0.009597023446266511
F1_AmeR,x,0.004843,29.107171180666082,0.008602870248243006
F1_AmeR,x,0.004843,30.760968147407112,0.007864637675453276
F1_AmeR,x,0.004843,32.50872973854347,0.006781896568695002
F1_AmeR,x,0.004843,34.3557947899875,0.005453077937673485
F1_AmeR,x,0.004843,36.30780547701018,0.005256215918262889
F1_AmeR,x,0.004843,38.37072454922792,0.0041439455085930275
F1_AmeR,x,0.004843,40.55085354483843,0.0038092800755950154
F1_AmeR,x,0.004843,42.85485203974392,0.003336811229009587
F1_AmeR,x,0.004843,45.28975799036204,0.002657637262043034
F1_AmeR,x,0.004843,47.863009232263806,0.0024706183436029685
F1_AmeR,x,0.004843,50.58246620031137,0.0021556391125460163
F1_AmeR,x,0.004843,53.45643593969714,0.0016339547611079394
F1_AmeR,x,0.004843,56.49369748123023,0.0015650530543142311
F1_AmeR,x,0.004843,59.70352865838366,0.0011417997125814517
F1_AmeR,x,0.004843,63.0957344480193,0.001171329015493041
F1_AmeR,x,0.004843,66.68067692136219,0.0011417997125814517
F1_AmeR,x,0.004843,70.46930689671467,0.000885879087347678
F1_AmeR,x,0.004843,74.47319739059888,0.0008169773805539697
F1_AmeR,x,0.004843,78.70457896950985,0.0006299584621139043
F1_AmeR,x,0.004843,83.17637711026708,0.0006890170679370829
F1_AmeR,x,0.004843,87.90225168308842,0.0005413705533791366
F1_AmeR,x,0.004843,92.89663867799364,0.0005315274524086068
F1_AmeR,x,0.004843,98.17479430199843,0.00023623442329271413
F1_AmeR,x,0.004843,103.75284158180126,0.00028544992814536293
F1_AmeR,x,0.004843,109.64781961431851,0.00031497923105695217
F1_AmeR,x,0.004843,115.87773561551262,0.00034450853396854146
F1_AmeR,x,0.004843,122.4616199265049,0.00025592062523377364
F1_AmeR,x,0.004843,129.41958414499862,0.0002657637262043034
F1_AmeR,x,0.004843,136.77288255958496,0.00030513613008642244
F1_AmeR,x,0.004843,144.5439770745928,0.0002657637262043034
F1_AmeR,x,0.004843,152.75660582380732,0.00013780341358741657
F1_AmeR,x,0.004843,161.4358556826487,0.00011811721164635706
F1_AmeR,x,0.004843,170.60823890031244,8.85879087347678e-05
F1_AmeR,x,0.004843,180.301774085957,7.874480776423804e-05
F1_AmeR,x,0.004843,190.54607179632484,6.890170679370829e-05
F1_AmeR,x,0.004843,201.37242498623894,7.874480776423804e-05
F1_AmeR,x,0.004843,212.81390459827134,5.905860582317853e-05
F1_AmeR,x,0.004843,224.90546058357828,1.968620194105951e-05
F1_AmeR,x,0.004843,237.68402866248783,5.905860582317853e-05
F1_AmeR,x,0.004843,251.18864315095823,3.937240388211902e-05
F1_AmeR,x,0.004843,265.4605561975542,3.937240388211902e-05
F1_AmeR,x,0.004843,280.5433637951716,2.9529302911589266e-05
F1_AmeR,x,0.004843,296.48313895243456,0.0
F1_AmeR,x,0.004843,313.3285724315589,1.968620194105951e-05
F1_AmeR,x,0.004843,331.1311214825914,0.0
F1_AmeR,x,0.004843,349.9451670283577,9.843100970529755e-06
F1_AmeR,x,0.004843,369.8281797802666,1.968620194105951e-05
F1_AmeR,x,0.004843,390.8408957924025,1.968620194105951e-05
F1_AmeR,x,0.004843,413.0475019901619,0.0
F1_AmeR,x,0.004843,436.51583224016565,1.968620194105951e-05
F1_AmeR,x,0.004843,461.31757456037906,0.0
F1_AmeR,x,0.004843,487.528490103386,0.0
F1_AmeR,x,0.004843,515.2286445817562,9.843100970529755e-06
F1_AmeR,x,0.004843,544.5026528424208,9.843100970529755e-06
F1_AmeR,x,0.004843,575.4399373371566,0.0
F1_AmeR,x,0.004843,608.1350012787176,9.843100970529755e-06
F1_AmeR,x,0.004843,642.6877173170194,0.0
F1_AmeR,x,0.004843,679.2036326171843,0.0
F1_AmeR,x,0.004843,717.7942912713615,0.0
F1_AmeR,x,0.004843,758.5775750291835,0.0
F1_AmeR,x,0.004843,801.678063387679,0.0
F1_AmeR,x,0.004843,847.2274141405964,0.0
F1_AmeR,x,0.004843,895.3647655495937,0.0
F1_AmeR,x,0.004843,946.237161365793,0.0
F1_AmeR,x,0.007426,0.001,0.0
F1_AmeR,x,0.007426,0.0010568175092136585,0.0
F1_AmeR,x,0.007426,0.001116863247780561,0.0
F1_AmeR,x,0.007426,0.0011803206356517297,0.0
F1_AmeR,x,0.007426,0.0012473835142429433,0.0
F1_AmeR,x,0.007426,0.0013182567385564075,0.0
F1_AmeR,x,0.007426,0.0013931568029453036,0.0
F1_AmeR,x,0.007426,0.0014723125024327193,0.0
F1_AmeR,x,0.007426,0.001555965631605075,0.0
F1_AmeR,x,0.007426,0.0016443717232149323,9.836130072984085e-06
F1_AmeR,x,0.007426,0.0017378008287493763,0.0
F1_AmeR,x,0.007426,0.0018365383433483473,0.0
F1_AmeR,x,0.007426,0.0019408858775927793,0.0
F1_AmeR,x,0.007426,0.0020511621788255646,0.0
F1_AmeR,x,0.007426,0.002167704104819694,0.0
F1_AmeR,x,0.007426,0.0022908676527677724,0.0
F1_AmeR,x,0.007426,0.0024210290467361778,0.0
F1_AmeR,x,0.007426,0.0025585858869056452,0.0
F1_AmeR,x,0.007426,0.0027039583641088436,0.0
F1_AmeR,x,0.007426,0.0028575905433749467,0.0
F1_AmeR,x,0.007426,0.003019951720402016,0.0
F1_AmeR,x,0.007426,0.0031915378551007614,9.836130072984085e-06
F1_AmeR,x,0.007426,0.003372873086588689,0.0
F1_AmeR,x,0.007426,0.0035645113342624426,0.0
F1_AmeR,x,0.007426,0.003767037989839089,0.0
F1_AmeR,x,0.007426,0.003981071705534973,9.836130072984085e-06
F1_AmeR,x,0.007426,0.004207266283844442,9.836130072984085e-06
F1_AmeR,x,0.007426,0.004446312674691089,0.0
F1_AmeR,x,0.007426,0.004698941086052156,0.0
F1_AmeR,x,0.007426,0.004965923214503363,0.0
F1_AmeR,x,0.007426,0.005248074602497723,0.0
F1_AmeR,x,0.007426,0.005546257129579105,0.0
F1_AmeR,x,0.007426,0.005861381645140285,0.0
F1_AmeR,x,0.007426,0.006194410750767812,0.0
F1_AmeR,x,0.007426,0.006546361740672747,9.836130072984085e-06
F1_AmeR,x,0.007426,0.006918309709189363,0.0
F1_AmeR,x,0.007426,0.007311390834834172,0.0
F1_AmeR,x,0.007426,0.007726805850957022,2.9508390218952257e-05
F1_AmeR,x,0.007426,0.008165823713585922,0.0
F1_AmeR,x,0.007426,0.008629785477669702,0.0
F1_AmeR,x,0.007426,0.009120108393559097,1.967226014596817e-05
F1_AmeR,x,0.007426,0.009638290236239706,9.836130072984085e-06
F1_AmeR,x,0.007426,0.010185913880541169,9.836130072984085e-06
F1_AmeR,x,0.007426,0.010764652136298349,1.967226014596817e-05
F1_AmeR,x,0.007426,0.01137627285823431,9.836130072984085e-06
F1_AmeR,x,0.007426,0.012022644346174132,9.836130072984085e-06
F1_AmeR,x,0.007426,0.012705741052085419,1.967226014596817e-05
F1_AmeR,x,0.007426,0.013427649611378642,0.0
F1_AmeR,x,0.007426,0.014190575216890926,0.0
F1_AmeR,x,0.007426,0.014996848355023733,9.836130072984085e-06
F1_AmeR,x,0.007426,0.015848931924611134,9.836130072984085e-06
F1_AmeR,x,0.007426,0.016749428760264373,9.836130072984085e-06
F1_AmeR,x,0.007426,0.01770108958317421,0.0
F1_AmeR,x,0.007426,0.018706821403658005,9.836130072984085e-06
F1_AmeR,x,0.007426,0.01976969640111861,0.0
F1_AmeR,x,0.007426,0.020892961308540396,0.0
F1_AmeR,x,0.007426,0.022080047330189003,9.836130072984085e-06
F1_AmeR,x,0.007426,0.023334580622810033,0.0
F1_AmeR,x,0.007426,0.0246603933723434,9.836130072984085e-06
F1_AmeR,x,0.007426,0.02606153549998895,1.967226014596817e-05
F1_AmeR,x,0.007426,0.02754228703338166,0.0
F1_AmeR,x,0.007426,0.029107171180666053,9.836130072984085e-06
F1_AmeR,x,0.007426,0.03076096814740708,0.0
F1_AmeR,x,0.007426,0.032508729738543435,9.836130072984085e-06
F1_AmeR,x,0.007426,0.034355794789987466,0.0
F1_AmeR,x,0.007426,0.03630780547701014,0.0
F1_AmeR,x,0.007426,0.03837072454922788,5.901678043790451e-05
F1_AmeR,x,0.007426,0.040550853544838394,9.836130072984085e-06
F1_AmeR,x,0.007426,0.042854852039743964,9.836130072984085e-06
F1_AmeR,x,0.007426,0.04528975799036209,2.9508390218952257e-05
F1_AmeR,x,0.007426,0.047863009232263824,1.967226014596817e-05
F1_AmeR,x,0.007426,0.0505824662003114,1.967226014596817e-05
F1_AmeR,x,0.007426,0.053456435939697164,2.9508390218952257e-05
F1_AmeR,x,0.007426,0.05649369748123025,3.934452029193634e-05
F1_AmeR,x,0.007426,0.059703528658383694,6.885291051088859e-05
F1_AmeR,x,0.007426,0.06309573444801933,1.967226014596817e-05
F1_AmeR,x,0.007426,0.06668067692136222,6.885291051088859e-05
F1_AmeR,x,0.007426,0.07046930689671471,5.901678043790451e-05
F1_AmeR,x,0.007426,0.07447319739059892,3.934452029193634e-05
F1_AmeR,x,0.007426,0.07870457896950989,7.868904058387268e-05
F1_AmeR,x,0.007426,0.08317637711026708,2.9508390218952257e-05
F1_AmeR,x,0.007426,0.08790225168308842,5.901678043790451e-05
F1_AmeR,x,0.007426,0.09289663867799362,4.9180650364920427e-05
F1_AmeR,x,0.007426,0.09817479430199844,5.901678043790451e-05
F1_AmeR,x,0.007426,0.10375284158180126,2.9508390218952257e-05
F1_AmeR,x,0.007426,0.1096478196143185,5.901678043790451e-05
F1_AmeR,x,0.007426,0.11587773561551262,6.885291051088859e-05
F1_AmeR,x,0.007426,0.1224616199265049,3.934452029193634e-05
F1_AmeR,x,0.007426,0.12941958414499863,5.901678043790451e-05
F1_AmeR,x,0.007426,0.13677288255958495,2.9508390218952257e-05
F1_AmeR,x,0.007426,0.1445439770745928,5.901678043790451e-05
F1_AmeR,x,0.007426,0.15275660582380732,2.9508390218952257e-05
F1_AmeR,x,0.007426,0.1614358556826487,7.868904058387268e-05
F1_AmeR,x,0.007426,0.17060823890031243,5.901678043790451e-05
F1_AmeR,x,0.007426,0.180301774085957,4.9180650364920427e-05
F1_AmeR,x,0.007426,0.19054607179632482,1.967226014596817e-05
F1_AmeR,x,0.007426,0.20137242498623895,0.00010819743080282494
F1_AmeR,x,0.007426,0.21281390459827113,6.885291051088859e-05
F1_AmeR,x,0.007426,0.22490546058357805,6.885291051088859e-05
F1_AmeR,x,0.007426,0.23768402866248758,8.852517065685677e-05
F1_AmeR,x,0.007426,0.25118864315095796,4.9180650364920427e-05
F1_AmeR,x,0.007426,0.2654605561975539,4.9180650364920427e-05
F1_AmeR,x,0.007426,0.2805433637951713,3.934452029193634e-05
F1_AmeR,x,0.007426,0.2964831389524342,3.934452029193634e-05
F1_AmeR,x,0.007426,0.31332857243155854,8.852517065685677e-05
F1_AmeR,x,0.007426,0.3311311214825911,4.9180650364920427e-05
F1_AmeR,x,0.007426,0.3499451670283573,9.836130072984085e-06
F1_AmeR,x,0.007426,0.3698281797802663,1.967226014596817e-05
F1_AmeR,x,0.007426,0.3908408957924021,0.0
F1_AmeR,x,0.007426,0.41304750199016144,9.836130072984085e-06
F1_AmeR,x,0.007426,0.4365158322401661,2.9508390218952257e-05
F1_AmeR,x,0.007426,0.46131757456037953,9.836130072984085e-06
F1_AmeR,x,0.007426,0.4875284901033865,0.0
F1_AmeR,x,0.007426,0.5152286445817567,2.9508390218952257e-05
F1_AmeR,x,0.007426,0.5445026528424215,9.836130072984085e-06
F1_AmeR,x,0.007426,0.5754399373371573,9.836130072984085e-06
F1_AmeR,x,0.007426,0.6081350012787182,9.836130072984085e-06
F1_AmeR,x,0.007426,0.64268771731702,9.836130072984085e-06
F1_AmeR,x,0.007426,0.6792036326171843,3.934452029193634e-05
F1_AmeR,x,0.007426,0.7177942912713615,0.0
F1_AmeR,x,0.007426,0.7585775750291835,9.836130072984085e-06
F1_AmeR,x,0.007426,0.801678063387679,9.836130072984085e-06
F1_AmeR,x,0.007426,0.8472274141405963,1.967226014596817e-05
F1_AmeR,x,0.007426,0.8953647655495938,2.9508390218952257e-05
F1_AmeR,x,0.007426,0.946237161365793,0.0
F1_AmeR,x,0.007426,1.0,9.836130072984085e-06
F1_AmeR,x,0.007426,1.0568175092136585,9.836130072984085e-06
F1_AmeR,x,0.007426,1.1168632477805611,0.0
F1_AmeR,x,0.007426,1.1803206356517297,0.0
F1_AmeR,x,0.007426,1.2473835142429432,0.0
F1_AmeR,x,0.007426,1.3182567385564075,2.9508390218952257e-05
F1_AmeR,x,0.007426,1.3931568029453036,9.836130072984085e-06
F1_AmeR,x,0.007426,1.4723125024327193,1.967226014596817e-05
F1_AmeR,x,0.007426,1.555965631605075,1.967226014596817e-05
F1_AmeR,x,0.007426,1.6443717232149324,9.836130072984085e-06
F1_AmeR,x,0.007426,1.7378008287493762,1.967226014596817e-05
F1_AmeR,x,0.007426,1.8365383433483473,9.836130072984085e-06
F1_AmeR,x,0.007426,1.9408858775927793,9.836130072984085e-06
F1_AmeR,x,0.007426,2.051162178825567,2.9508390218952257e-05
F1_AmeR,x,0.007426,2.167704104819694,9.836130072984085e-06
F1_AmeR,x,0.007426,2.2908676527677723,2.9508390218952257e-05
F1_AmeR,x,0.007426,2.4210290467361775,4.9180650364920427e-05
F1_AmeR,x,0.007426,2.5585858869056453,9.836130072984085e-06
F1_AmeR,x,0.007426,2.703958364108843,1.967226014596817e-05
F1_AmeR,x,0.007426,2.8575905433749464,2.9508390218952257e-05
F1_AmeR,x,0.007426,3.019951720402016,4.9180650364920427e-05
F1_AmeR,x,0.007426,3.1915378551007616,3.934452029193634e-05
F1_AmeR,x,0.007426,3.372873086588689,1.967226014596817e-05
F1_AmeR,x,0.007426,3.5645113342624426,5.901678043790451e-05
F1_AmeR,x,0.007426,3.767037989839089,0.00011803356087580903
F1_AmeR,x,0.007426,3.981071705534973,0.0002655755119705703
F1_AmeR,x,0.007426,4.207266283844442,0.000462298113430252
F1_AmeR,x,0.007426,4.446312674691089,0.0007672181456927586
F1_AmeR,x,0.007426,4.698941086052156,0.0012983691696338993
F1_AmeR,x,0.007426,4.965923214503363,0.002291818307005292
F1_AmeR,x,0.007426,5.248074602497728,0.0036393681270041117
F1_AmeR,x,0.007426,5.54625712957911,0.00623610646627191
F1_AmeR,x,0.007426,5.86138164514029,0.009452521000137706
F1_AmeR,x,0.007426,6.194410750767818,0.013888615663053529
F1_AmeR,x,0.007426,6.5463617406727534,0.01932799559341373
F1_AmeR,x,0.007426,6.918309709189363,0.026026400173115888
F1_AmeR,x,0.007426,7.311390834834173,0.030541183876615585
F1_AmeR,x,0.007426,7.726805850957021,0.03917730608069561
F1_AmeR,x,0.007426,8.165823713585922,0.04444947179981508
F1_AmeR,x,0.007426,8.629785477669701,0.050124918851926895
F1_AmeR,x,0.007426,9.120108393559097,0.05514134518914878
F1_AmeR,x,0.007426,9.638290236239705,0.05694135699250487
F1_AmeR,x,0.007426,10.18591388054117,0.060502036078925105
F1_AmeR,x,0.007426,10.76465213629835,0.0606299057698739
F1_AmeR,x,0.007426,11.37627285823431,0.057915133869730295
F1_AmeR,x,0.007426,12.02264434617413,0.056311844667833885
F1_AmeR,x,0.007426,12.705741052085418,0.05007573820156198
F1_AmeR,x,0.007426,13.427649611378643,0.04606259713178447
F1_AmeR,x,0.007426,14.190575216890926,0.040554364290913386
F1_AmeR,x,0.007426,14.99684835502374,0.03478055593807172
F1_AmeR,x,0.007426,15.848931924611142,0.029577243129463145
F1_AmeR,x,0.007426,16.749428760264383,0.024806720044065863
F1_AmeR,x,0.007426,17.70108958317422,0.022229653964944033
